employee_id,project_id,date,planned_hours,actual_hours,capacity
E004,P001,2026-06-17,1.3,3.13,7.2
E005,P003,2026-06-17,1.01,0.67,7.2
E006,P002,2026-06-17,3.22,3.3,8.0
E007,P002,2026-06-17,0.24,0.77,4.0
E008,P003,2026-06-17,1.58,0.12,4.0
E009,P003,2026-06-17,6.83,8.35,7.2
E010,P001,2026-06-17,5.95,4.78,6.0
E001,P003,2026-06-18,2.18,3.1,7.2
E002,P003,2026-06-18,3.35,2.78,8.0
E003,P003,2026-06-18,1.4,0.37,4.0
E004,P001,2026-06-18,3.4,3.61,7.2
E005,P001,2026-06-18,1.62,0.0,7.2
E006,P003,2026-06-18,0.2,0.0,8.0
E007,P002,2026-06-18,0.17,0.97,4.0
E008,P003,2026-06-18,2.78,3.05,4.0
E009,P003,2026-06-18,1.41,1.46,7.2
E010,P001,2026-06-18,2.93,1.46,6.0
E001,P001,2026-06-19,6.57,4.81,7.2
E002,P001,2026-06-19,1.46,0.74,8.0
E003,P001,2026-06-19,1.98,1.13,4.0
E004,P002,2026-06-19,0.66,0.0,7.2
E005,P002,2026-06-19,6.78,5.48,7.2
E006,P003,2026-06-19,0.49,0.0,8.0
E007,P001,2026-06-19,1.45,0.0,4.0
E008,P003,2026-06-19,3.59,2.37,4.0
E009,P001,2026-06-19,3.56,2.05,7.2
E010,P002,2026-06-19,5.34,5.73,6.0
E001,P003,2026-06-20,5.82,6.27,7.2
E002,P002,2026-06-20,7.3,7.59,8.0
E003,P003,2026-06-20,0.66,0.0,4.0
E004,P003,2026-06-20,2.77,2.51,7.2
E005,P001,2026-06-20,4.23,3.94,7.2
E006,P001,2026-06-20,0.65,0.0,8.0
E007,P002,2026-06-20,3.09,3.95,4.0
E008,P002,2026-06-20,1.13,0.73,4.0
E009,P001,2026-06-20,4.35,3.9,7.2
E010,P001,2026-06-20,1.85,1.03,6.0
E001,P001,2026-06-21,0.14,0.0,7.2
E002,P001,2026-06-21,3.67,3.93,8.0
E003,P002,2026-06-21,3.54,4.81,4.0
E004,P002,2026-06-21,5.3,4.13,7.2
E005,P001,2026-06-21,6.33,4.53,7.2
E006,P002,2026-06-21,0.46,0.0,8.0
E007,P003,2026-06-21,0.88,0.0,4.0
E008,P001,2026-06-21,0.84,0.5,4.0
E009,P001,2026-06-21,1.72,2.75,7.2
E010,P003,2026-06-21,1.88,1.52,6.0
E001,P003,2026-06-22,4.47,5.68,7.2
E002,P001,2026-06-22,7.48,6.69,8.0
E003,P003,2026-06-22,3.55,2.15,4.0
E004,P003,2026-06-22,6.95,6.53,7.2
E005,P001,2026-06-22,1.31,3.17,7.2
E006,P002,2026-06-22,4.6,3.43,8.0
E007,P002,2026-06-22,1.47,0.06,4.0
E008,P003,2026-06-22,2.58,3.56,4.0
E009,P003,2026-06-22,2.87,0.89,7.2
E010,P002,2026-06-22,1.19,2.33,6.0
E001,P001,2026-06-23,2.67,3.67,7.2
E002,P003,2026-06-23,6.12,4.69,8.0
E003,P003,2026-06-23,3.83,3.33,4.0
E004,P003,2026-06-23,5.67,7.29,7.2
E005,P002,2026-06-23,0.78,0.0,7.2
E006,P003,2026-06-23,7.0,6.21,8.0
E007,P001,2026-06-23,3.49,4.63,4.0
E008,P001,2026-06-23,3.65,2.04,4.0
E009,P002,2026-06-23,4.91,4.24,7.2
E010,P001,2026-06-23,4.02,2.94,6.0
E001,P003,2026-06-24,0.86,0.11,7.2
E002,P003,2026-06-24,1.42,0.0,8.0
E003,P003,2026-06-24,3.81,3.12,4.0
E004,P003,2026-06-24,5.41,6.66,7.2
E005,P002,2026-06-24,6.18,4.71,7.2
E006,P001,2026-06-24,4.78,3.11,8.0
E007,P002,2026-06-24,1.01,2.5,4.0
E008,P002,2026-06-24,1.23,2.67,4.0
E009,P001,2026-06-24,3.42,4.82,7.2
E010,P003,2026-06-24,1.01,2.36,6.0
E001,P001,2026-06-25,4.58,4.19,7.2
E002,P001,2026-06-25,4.09,4.51,8.0
E003,P003,2026-06-25,3.17,5.1,4.0
E004,P003,2026-06-25,5.11,3.53,7.2
E005,P002,2026-06-25,4.83,5.62,7.2
E006,P003,2026-06-25,1.14,0.35,8.0
E007,P003,2026-06-25,2.45,1.67,4.0
E008,P002,2026-06-25,0.19,2.03,4.0
E009,P003,2026-06-25,6.21,5.14,7.2
E010,P003,2026-06-25,1.49,3.26,6.0
E001,P001,2026-06-26,0.95,2.86,7.2
E002,P001,2026-06-26,1.11,0.0,8.0
E003,P001,2026-06-26,0.89,0.0,4.0
E004,P003,2026-06-26,2.57,1.95,7.2
E005,P002,2026-06-26,1.21,1.06,7.2
E006,P003,2026-06-26,4.04,4.08,8.0
E007,P002,2026-06-26,0.25,0.0,4.0
E008,P002,2026-06-26,0.29,0.95,4.0
E009,P002,2026-06-26,2.99,2.68,7.2
E010,P001,2026-06-26,4.91,6.49,6.0
E001,P002,2026-06-27,4.67,4.35,7.2
E002,P001,2026-06-27,2.21,0.4,8.0
E003,P001,2026-06-27,2.64,3.63,4.0
E004,P001,2026-06-27,7.17,6.91,7.2
E005,P003,2026-06-27,0.39,0.0,7.2
E006,P001,2026-06-27,6.9,5.32,8.0
E007,P003,2026-06-27,3.66,5.04,4.0
E008,P002,2026-06-27,3.29,4.3,4.0
E009,P003,2026-06-27,0.49,1.38,7.2
E010,P001,2026-06-27,1.39,2.21,6.0
E001,P001,2026-06-28,2.51,2.01,7.2
E002,P001,2026-06-28,5.75,4.19,8.0
E003,P002,2026-06-28,0.43,0.0,4.0
E004,P002,2026-06-28,1.37,0.0,7.2
E005,P001,2026-06-28,0.58,0.39,7.2
E006,P001,2026-06-28,3.55,4.26,8.0
E007,P002,2026-06-28,3.51,4.6,4.0
E008,P002,2026-06-28,0.04,1.15,4.0
E009,P002,2026-06-28,0.27,1.5,7.2
E010,P002,2026-06-28,5.92,6.94,6.0
E001,P002,2026-06-29,5.63,7.18,7.2
E002,P001,2026-06-29,6.86,5.25,8.0
E003,P001,2026-06-29,2.14,3.57,4.0
E004,P003,2026-06-29,2.91,1.84,7.2
E005,P003,2026-06-29,0.13,1.75,7.2
E006,P003,2026-06-29,0.0,0.0,8.0
E007,P001,2026-06-29,0.55,0.7,4.0
E008,P003,2026-06-29,0.75,0.97,4.0
E009,P003,2026-06-29,1.61,1.07,7.2
E010,P001,2026-06-29,5.26,6.88,6.0
E001,P001,2026-06-30,5.31,5.46,7.2
E002,P001,2026-06-30,7.63,5.87,8.0
E003,P003,2026-06-30,3.98,3.23,4.0
E004,P003,2026-06-30,1.18,2.32,7.2
E005,P002,2026-06-30,5.17,4.3,7.2
E006,P001,2026-06-30,0.56,2.2,8.0
E007,P001,2026-06-30,0.17,1.63,4.0
E008,P002,2026-06-30,0.31,2.13,4.0
E009,P003,2026-06-30,5.31,3.87,7.2
E010,P003,2026-06-30,5.12,3.18,6.0
E001,P001,2026-07-01,6.02,6.03,7.2
E002,P001,2026-07-01,6.56,8.11,8.0
E003,P001,2026-07-01,1.14,0.29,4.0
E004,P002,2026-07-01,6.86,7.88,7.2
E005,P003,2026-07-01,4.26,5.07,7.2
E006,P002,2026-07-01,2.48,2.5,8.0
E007,P002,2026-07-01,2.62,2.26,4.0
E008,P001,2026-07-01,0.62,0.81,4.0
E009,P002,2026-07-01,5.71,4.59,7.2
E010,P001,2026-07-01,0.24,0.0,6.0
E001,P003,2026-07-02,1.88,3.76,7.2
E002,P001,2026-07-02,0.34,0.0,8.0
E003,P003,2026-07-02,3.79,2.36,4.0
E004,P003,2026-07-02,5.97,6.0,7.2
E005,P002,2026-07-02,2.75,3.85,7.2
E006,P002,2026-07-02,6.14,6.66,8.0
E007,P001,2026-07-02,0.58,2.34,4.0
E008,P003,2026-07-02,2.98,4.29,4.0
E009,P003,2026-07-02,5.82,4.1,7.2
E010,P001,2026-07-02,3.37,4.06,6.0
E001,P002,2026-07-03,2.56,1.16,7.2
E002,P002,2026-07-03,5.51,5.72,8.0
E003,P001,2026-07-03,1.7,3.57,4.0
E004,P003,2026-07-03,2.16,2.73,7.2
E005,P001,2026-07-03,3.79,4.83,7.2
E006,P001,2026-07-03,1.55,1.43,8.0
E007,P002,2026-07-03,0.72,0.0,4.0
E008,P003,2026-07-03,1.65,0.45,4.0
E009,P002,2026-07-03,0.52,0.82,7.2
E010,P003,2026-07-03,0.33,0.77,6.0
E001,P003,2026-07-04,0.63,0.0,7.2
E002,P002,2026-07-04,2.38,0.74,8.0
E003,P001,2026-07-04,3.4,2.98,4.0
E004,P002,2026-07-04,5.85,5.22,7.2
E005,P001,2026-07-04,1.16,3.03,7.2
E006,P002,2026-07-04,5.93,6.12,8.0
E007,P003,2026-07-04,1.13,0.0,4.0
E008,P001,2026-07-04,0.78,0.0,4.0
E009,P001,2026-07-04,4.32,3.12,7.2
E010,P002,2026-07-04,4.56,3.91,6.0
E001,P002,2026-07-05,3.61,3.95,7.2
E002,P003,2026-07-05,7.05,5.25,8.0
E003,P003,2026-07-05,2.0,0.86,4.0
E004,P003,2026-07-05,5.36,7.03,7.2
E005,P001,2026-07-05,4.98,4.03,7.2
E006,P001,2026-07-05,3.56,3.52,8.0
E007,P002,2026-07-05,3.67,3.88,4.0
E008,P001,2026-07-05,1.72,0.97,4.0
E009,P003,2026-07-05,3.12,4.52,7.2
E010,P003,2026-07-05,5.91,7.08,6.0
E001,P002,2026-07-06,4.49,5.45,7.2
E002,P001,2026-07-06,5.96,5.74,8.0
E003,P001,2026-07-06,1.61,2.3,4.0
E004,P002,2026-07-06,4.2,4.06,7.2
E005,P002,2026-07-06,4.57,3.32,7.2
E006,P001,2026-07-06,1.75,0.2,8.0
E007,P002,2026-07-06,1.17,2.16,4.0
E008,P001,2026-07-06,1.52,0.0,4.0
E009,P001,2026-07-06,2.85,3.3,7.2
E010,P002,2026-07-06,1.8,3.65,6.0
E001,P001,2026-07-07,5.09,4.1,7.2
E002,P002,2026-07-07,5.33,5.38,8.0
E003,P002,2026-07-07,0.09,0.0,4.0
E004,P001,2026-07-07,4.78,6.13,7.2
E005,P002,2026-07-07,1.1,2.02,7.2
E006,P003,2026-07-07,3.94,4.74,8.0
E007,P002,2026-07-07,2.29,1.66,4.0
E008,P001,2026-07-07,2.06,2.05,4.0
E009,P002,2026-07-07,0.78,2.15,7.2
E010,P002,2026-07-07,3.58,3.16,6.0
E001,P003,2026-07-08,4.0,4.34,7.2
E002,P003,2026-07-08,6.81,5.15,8.0
E003,P003,2026-07-08,3.39,2.12,4.0
E004,P003,2026-07-08,1.19,2.02,7.2
E005,P001,2026-07-08,0.86,0.0,7.2
E006,P002,2026-07-08,1.69,0.0,8.0
E007,P001,2026-07-08,3.35,4.16,4.0
E008,P002,2026-07-08,2.67,2.41,4.0
E009,P002,2026-07-08,1.91,2.69,7.2
E010,P002,2026-07-08,3.17,2.2,6.0
E001,P001,2026-07-09,5.92,4.32,7.2
E002,P003,2026-07-09,2.42,2.55,8.0
E003,P003,2026-07-09,2.4,1.07,4.0
E004,P002,2026-07-09,5.12,6.72,7.2
E005,P002,2026-07-09,5.24,6.93,7.2
E006,P001,2026-07-09,5.77,4.5,8.0
E007,P001,2026-07-09,2.67,3.16,4.0
E008,P003,2026-07-09,1.0,0.63,4.0
E009,P002,2026-07-09,2.41,2.49,7.2
E010,P002,2026-07-09,4.88,3.91,6.0
E001,P001,2026-07-10,2.78,2.8,7.2
E002,P002,2026-07-10,6.0,7.22,8.0
E003,P002,2026-07-10,0.28,1.85,4.0
E004,P003,2026-07-10,3.62,2.93,7.2
E005,P002,2026-07-10,6.02,7.47,7.2
E006,P002,2026-07-10,2.69,4.37,8.0
E007,P002,2026-07-10,0.2,0.69,4.0
E008,P002,2026-07-10,1.94,0.28,4.0
E009,P001,2026-07-10,3.73,4.19,7.2
E010,P002,2026-07-10,2.75,2.65,6.0
E001,P002,2026-07-11,0.54,0.0,7.2
E002,P002,2026-07-11,1.56,1.58,8.0
E003,P002,2026-07-11,0.25,0.56,4.0
E004,P003,2026-07-11,5.7,5.31,7.2
E005,P002,2026-07-11,2.76,3.63,7.2
E006,P003,2026-07-11,3.5,4.88,8.0
E007,P002,2026-07-11,0.4,0.0,4.0
E008,P003,2026-07-11,3.44,2.83,4.0
E009,P002,2026-07-11,2.39,1.66,7.2
E010,P001,2026-07-11,5.31,4.23,6.0
E001,P003,2026-07-12,5.52,7.38,7.2
E002,P002,2026-07-12,4.52,4.58,8.0
E003,P001,2026-07-12,2.8,1.94,4.0
E004,P003,2026-07-12,4.93,4.09,7.2
E005,P002,2026-07-12,5.46,4.58,7.2
E006,P001,2026-07-12,0.77,0.44,8.0
E007,P001,2026-07-12,1.94,3.59,4.0
E008,P001,2026-07-12,0.66,0.0,4.0
E009,P003,2026-07-12,2.47,3.88,7.2
E010,P003,2026-07-12,0.61,1.62,6.0
E001,P002,2026-07-13,0.12,1.97,7.2
E002,P001,2026-07-13,6.89,7.67,8.0
E003,P003,2026-07-13,2.73,4.46,4.0
E004,P003,2026-07-13,4.19,5.25,7.2
E005,P003,2026-07-13,6.33,6.93,7.2
E006,P002,2026-07-13,5.75,4.84,8.0
E007,P002,2026-07-13,1.24,0.05,4.0
E008,P003,2026-07-13,2.68,2.29,4.0
E009,P003,2026-07-13,2.17,0.9,7.2
E010,P001,2026-07-13,2.24,1.07,6.0
E001,P002,2026-07-14,6.8,8.78,7.2
E002,P001,2026-07-14,3.75,2.34,8.0
E003,P003,2026-07-14,3.39,2.21,4.0
E004,P003,2026-07-14,1.47,2.54,7.2
E005,P003,2026-07-14,0.15,0.0,7.2
E006,P002,2026-07-14,6.53,8.07,8.0
E007,P001,2026-07-14,2.15,3.81,4.0
E008,P002,2026-07-14,2.48,0.97,4.0
E009,P002,2026-07-14,6.73,7.74,7.2
E010,P002,2026-07-14,2.93,4.18,6.0
E001,P003,2026-07-15,6.75,5.86,7.2
E002,P001,2026-07-15,1.72,2.23,8.0
E003,P001,2026-07-15,3.72,2.54,4.0
E004,P001,2026-07-15,1.7,0.94,7.2
E005,P001,2026-07-15,2.79,1.92,7.2
E006,P002,2026-07-15,7.86,8.43,8.0
E007,P001,2026-07-15,1.62,0.58,4.0
E008,P001,2026-07-15,1.74,3.22,4.0
E009,P002,2026-07-15,5.33,5.5,7.2
E010,P001,2026-07-15,1.96,2.98,6.0
E001,P001,2026-07-16,4.38,4.16,7.2
E002,P003,2026-07-16,2.33,4.03,8.0
E003,P001,2026-07-16,1.16,0.63,4.0
E004,P002,2026-07-16,0.85,2.67,7.2
E005,P003,2026-07-16,4.16,4.85,7.2
E006,P002,2026-07-16,4.78,5.44,8.0
E007,P002,2026-07-16,0.31,0.0,4.0
E008,P003,2026-07-16,1.03,2.76,4.0
E009,P003,2026-07-16,5.74,5.77,7.2
E010,P003,2026-07-16,5.87,5.56,6.0
E001,P002,2026-07-17,6.17,6.04,7.2
E002,P002,2026-07-17,4.66,5.85,8.0
E003,P003,2026-07-17,1.77,3.53,4.0
E004,P002,2026-07-17,2.78,4.65,7.2
E005,P002,2026-07-17,4.96,6.42,7.2
E006,P002,2026-07-17,3.84,2.12,8.0
E007,P003,2026-07-17,0.12,1.03,4.0
E008,P003,2026-07-17,0.88,0.0,4.0
E009,P003,2026-07-17,5.92,5.17,7.2
E010,P001,2026-07-17,1.75,1.62,6.0
E001,P001,2026-07-18,4.69,5.15,7.2
E002,P002,2026-07-18,1.03,0.22,8.0
E003,P003,2026-07-18,1.89,0.8,4.0
E004,P001,2026-07-18,2.4,4.16,7.2
E005,P001,2026-07-18,0.05,0.0,7.2
E006,P001,2026-07-18,1.43,3.0,8.0
E007,P002,2026-07-18,1.02,0.43,4.0
E008,P003,2026-07-18,2.09,0.58,4.0
E009,P001,2026-07-18,2.03,0.77,7.2
E010,P001,2026-07-18,0.48,0.0,6.0
E001,P002,2026-07-19,0.97,0.84,7.2
E002,P001,2026-07-19,7.49,7.31,8.0
E003,P003,2026-07-19,3.13,1.18,4.0
E004,P002,2026-07-19,4.39,4.66,7.2
E005,P003,2026-07-19,3.86,3.76,7.2
E006,P002,2026-07-19,4.08,5.71,8.0
E007,P003,2026-07-19,1.34,1.8,4.0
E008,P003,2026-07-19,0.23,1.95,4.0
E009,P002,2026-07-19,2.01,3.84,7.2
E010,P001,2026-07-19,3.48,2.61,6.0
E001,P001,2026-07-20,5.93,6.77,7.2
E002,P001,2026-07-20,0.44,0.75,8.0
E003,P001,2026-07-20,1.79,2.71,4.0
E004,P001,2026-07-20,3.68,2.71,7.2
E005,P001,2026-07-20,6.26,6.15,7.2
E006,P003,2026-07-20,3.14,2.18,8.0
E007,P001,2026-07-20,3.64,1.66,4.0
E008,P002,2026-07-20,3.75,4.47,4.0
E009,P002,2026-07-20,1.16,3.01,7.2
E010,P001,2026-07-20,0.09,0.0,6.0
E001,P003,2026-07-21,4.96,5.95,7.2
E002,P001,2026-07-21,7.96,7.11,8.0
E003,P003,2026-07-21,0.95,2.48,4.0
E004,P001,2026-07-21,0.4,0.0,7.2
E005,P002,2026-07-21,3.59,4.0,7.2
E006,P001,2026-07-21,2.17,0.59,8.0
E007,P001,2026-07-21,2.06,4.02,4.0
E008,P002,2026-07-21,1.48,2.57,4.0
E009,P003,2026-07-21,0.1,1.68,7.2
E010,P001,2026-07-21,4.69,4.63,6.0
E001,P001,2026-07-22,3.7,4.89,7.2
E002,P001,2026-07-22,6.48,5.43,8.0
E003,P001,2026-07-22,3.0,1.95,4.0
E004,P003,2026-07-22,0.07,0.66,7.2
E005,P002,2026-07-22,3.21,5.08,7.2
E006,P003,2026-07-22,5.66,6.27,8.0
E007,P001,2026-07-22,2.28,3.75,4.0
E008,P002,2026-07-22,3.7,4.34,4.0
E009,P002,2026-07-22,0.95,0.0,7.2
E010,P001,2026-07-22,5.2,4.18,6.0
E001,P003,2026-07-23,4.32,4.52,7.2
E002,P002,2026-07-23,2.78,4.37,8.0
E003,P001,2026-07-23,3.56,2.2,4.0
E004,P002,2026-07-23,4.95,4.05,7.2
E005,P001,2026-07-23,0.37,0.0,7.2
E006,P001,2026-07-23,2.83,2.09,8.0
E007,P002,2026-07-23,1.28,0.05,4.0
E008,P002,2026-07-23,3.06,3.11,4.0
E009,P002,2026-07-23,3.2,3.51,7.2
E010,P002,2026-07-23,4.72,4.34,6.0
E001,P001,2026-07-24,5.16,5.58,7.2
E002,P003,2026-07-24,3.97,2.0,8.0
E003,P002,2026-07-24,2.38,3.34,4.0
E004,P002,2026-07-24,2.85,3.6,7.2
E005,P002,2026-07-24,6.08,5.92,7.2
E006,P003,2026-07-24,7.5,8.21,8.0
E007,P003,2026-07-24,0.29,0.0,4.0
E008,P001,2026-07-24,2.48,2.66,4.0
E009,P002,2026-07-24,2.09,1.04,7.2
E010,P002,2026-07-24,4.56,5.45,6.0
E001,P001,2026-07-25,1.57,1.03,7.2
E002,P002,2026-07-25,7.81,9.63,8.0
E003,P003,2026-07-25,1.78,0.99,4.0
E004,P002,2026-07-25,2.58,1.65,7.2
E005,P001,2026-07-25,5.6,7.03,7.2
E006,P002,2026-07-25,0.1,0.68,8.0
E007,P001,2026-07-25,0.24,1.05,4.0
E008,P001,2026-07-25,3.11,2.01,4.0
E009,P003,2026-07-25,6.24,6.01,7.2
E010,P003,2026-07-25,4.87,4.05,6.0
E001,P002,2026-07-26,7.08,8.72,7.2
E002,P003,2026-07-26,7.9,6.8,8.0
E003,P001,2026-07-26,2.28,2.4,4.0
E004,P002,2026-07-26,1.13,2.13,7.2
E005,P001,2026-07-26,0.01,0.0,7.2
E006,P002,2026-07-26,4.63,6.19,8.0
E007,P002,2026-07-26,2.53,2.6,4.0
E008,P003,2026-07-26,0.93,0.9,4.0
E009,P002,2026-07-26,6.69,5.19,7.2
E010,P001,2026-07-26,0.32,0.1,6.0
E001,P003,2026-07-27,2.15,1.97,7.2
E002,P002,2026-07-27,5.66,4.09,8.0
E003,P002,2026-07-27,1.21,2.81,4.0
E004,P001,2026-07-27,3.16,1.31,7.2
E005,P001,2026-07-27,5.51,4.57,7.2
E006,P002,2026-07-27,4.23,2.37,8.0
E007,P002,2026-07-27,0.34,1.81,4.0
E008,P003,2026-07-27,1.17,1.35,4.0
E009,P002,2026-07-27,3.11,5.11,7.2
E010,P003,2026-07-27,0.98,0.0,6.0
E001,P003,2026-07-28,3.52,3.61,7.2
E002,P001,2026-07-28,3.74,2.16,8.0
E003,P003,2026-07-28,1.74,0.26,4.0
E004,P001,2026-07-28,0.54,0.0,7.2
E005,P003,2026-07-28,1.58,1.36,7.2
E006,P003,2026-07-28,2.08,1.62,8.0
E007,P003,2026-07-28,3.28,5.16,4.0
E008,P002,2026-07-28,2.03,2.32,4.0
E009,P001,2026-07-28,6.18,4.86,7.2
E010,P003,2026-07-28,5.99,5.04,6.0
E001,P001,2026-07-29,6.7,4.8,7.2
E002,P002,2026-07-29,0.6,0.0,8.0
E003,P003,2026-07-29,3.9,5.8,4.0
E004,P003,2026-07-29,0.66,1.38,7.2
E005,P003,2026-07-29,4.66,3.17,7.2
E006,P003,2026-07-29,2.04,3.11,8.0
E007,P003,2026-07-29,1.76,0.0,4.0
E008,P003,2026-07-29,0.39,0.0,4.0
E009,P001,2026-07-29,3.31,1.53,7.2
E010,P002,2026-07-29,2.78,3.92,6.0
E001,P003,2026-07-30,4.62,3.86,7.2
E002,P002,2026-07-30,7.45,6.8,8.0
E003,P001,2026-07-30,3.92,4.57,4.0
E004,P002,2026-07-30,4.91,5.56,7.2
E005,P002,2026-07-30,2.21,0.44,7.2
E006,P001,2026-07-30,1.0,1.62,8.0
E007,P001,2026-07-30,0.05,0.0,4.0
E008,P003,2026-07-30,3.56,3.36,4.0
E009,P003,2026-07-30,3.56,5.03,7.2
E010,P003,2026-07-30,4.93,3.91,6.0
E001,P003,2026-07-31,0.99,2.74,7.2
E002,P001,2026-07-31,4.4,3.17,8.0
E003,P001,2026-07-31,1.02,1.54,4.0
E004,P001,2026-07-31,5.47,3.67,7.2
E005,P002,2026-07-31,4.36,4.89,7.2
E006,P001,2026-07-31,4.37,2.74,8.0
E007,P002,2026-07-31,3.01,3.92,4.0
E008,P001,2026-07-31,0.74,0.0,4.0
E009,P003,2026-07-31,2.86,1.35,7.2
E010,P002,2026-07-31,0.29,0.59,6.0
E001,P002,2026-08-01,7.19,7.35,7.2
E002,P001,2026-08-01,4.77,3.87,8.0
E003,P002,2026-08-01,1.76,0.8,4.0
E004,P003,2026-08-01,4.95,6.52,7.2
E005,P002,2026-08-01,2.54,1.04,7.2
E006,P002,2026-08-01,2.45,3.48,8.0
E007,P003,2026-08-01,3.85,4.36,4.0
E008,P001,2026-08-01,0.42,1.67,4.0
E009,P001,2026-08-01,2.32,3.43,7.2
E010,P002,2026-08-01,4.22,5.56,6.0
E001,P002,2026-08-02,5.38,6.79,7.2
E002,P001,2026-08-02,0.15,0.0,8.0
E003,P001,2026-08-02,0.13,0.45,4.0
E004,P003,2026-08-02,5.68,6.78,7.2
E005,P002,2026-08-02,4.47,2.67,7.2
E006,P001,2026-08-02,1.69,0.27,8.0
E007,P003,2026-08-02,3.9,2.79,4.0
E008,P003,2026-08-02,2.58,1.52,4.0
E009,P003,2026-08-02,4.92,5.3,7.2
E010,P003,2026-08-02,2.96,4.61,6.0
E001,P001,2026-08-03,2.92,4.86,7.2
E002,P002,2026-08-03,7.87,9.5,8.0
E003,P002,2026-08-03,2.26,1.27,4.0
E004,P003,2026-08-03,1.86,3.38,7.2
E005,P001,2026-08-03,0.75,1.37,7.2
E006,P001,2026-08-03,4.91,3.8,8.0
E007,P002,2026-08-03,2.74,1.5,4.0
E008,P001,2026-08-03,1.21,0.0,4.0
E009,P002,2026-08-03,0.67,0.0,7.2
E010,P001,2026-08-03,3.09,3.14,6.0
E001,P001,2026-08-04,1.02,0.0,7.2
E002,P003,2026-08-04,5.87,7.23,8.0
E003,P001,2026-08-04,0.66,0.0,4.0
E004,P002,2026-08-04,3.87,4.58,7.2
E005,P003,2026-08-04,0.13,0.0,7.2
E006,P002,2026-08-04,3.64,5.21,8.0
E007,P003,2026-08-04,0.56,0.26,4.0
E008,P001,2026-08-04,0.65,1.42,4.0
E009,P002,2026-08-04,3.36,4.11,7.2
E010,P002,2026-08-04,4.12,3.09,6.0
E001,P002,2026-08-05,0.77,1.89,7.2
E002,P001,2026-08-05,6.54,6.33,8.0
E003,P001,2026-08-05,1.72,1.47,4.0
E004,P003,2026-08-05,4.13,2.52,7.2
E005,P002,2026-08-05,6.77,8.58,7.2
E006,P002,2026-08-05,5.9,4.91,8.0
E007,P002,2026-08-05,1.07,2.72,4.0
E008,P001,2026-08-05,0.65,0.05,4.0
E009,P002,2026-08-05,5.18,3.29,7.2
E010,P001,2026-08-05,1.8,1.63,6.0
E001,P001,2026-08-06,5.93,4.87,7.2
E002,P002,2026-08-06,7.84,9.31,8.0
E003,P002,2026-08-06,0.43,0.0,4.0
E004,P002,2026-08-06,6.57,5.28,7.2
E005,P001,2026-08-06,5.8,4.11,7.2
E006,P003,2026-08-06,5.3,7.16,8.0
E007,P001,2026-08-06,0.34,1.42,4.0
E008,P001,2026-08-06,0.54,2.45,4.0
E009,P001,2026-08-06,0.44,1.38,7.2
E010,P003,2026-08-06,0.6,0.0,6.0
E001,P003,2026-08-07,1.47,0.51,7.2
E002,P001,2026-08-07,2.74,4.66,8.0
E003,P002,2026-08-07,2.06,2.89,4.0
E004,P003,2026-08-07,7.1,8.38,7.2
E005,P001,2026-08-07,0.13,0.0,7.2
E006,P003,2026-08-07,4.65,6.36,8.0
E007,P002,2026-08-07,1.22,1.16,4.0
E008,P002,2026-08-07,2.83,3.76,4.0
E009,P003,2026-08-07,2.6,3.61,7.2
E010,P002,2026-08-07,0.42,0.0,6.0
E001,P003,2026-08-08,2.16,0.3,7.2
E002,P001,2026-08-08,6.53,6.26,8.0
E003,P003,2026-08-08,1.56,3.13,4.0
E004,P001,2026-08-08,5.15,4.14,7.2
E005,P002,2026-08-08,3.01,1.58,7.2
E006,P002,2026-08-08,5.15,4.26,8.0
E007,P002,2026-08-08,0.85,1.79,4.0
E008,P002,2026-08-08,2.02,0.67,4.0
E009,P001,2026-08-08,1.38,2.25,7.2
E010,P003,2026-08-08,2.44,3.49,6.0
E001,P003,2026-08-09,0.06,0.0,7.2
E002,P002,2026-08-09,3.48,3.58,8.0
E003,P002,2026-08-09,0.03,0.0,4.0
E004,P001,2026-08-09,1.05,2.56,7.2
E005,P001,2026-08-09,1.68,2.93,7.2
E006,P002,2026-08-09,1.42,0.83,8.0
E007,P002,2026-08-09,2.51,3.83,4.0
E008,P002,2026-08-09,2.39,3.35,4.0
E009,P001,2026-08-09,3.9,2.11,7.2
E010,P002,2026-08-09,1.23,1.73,6.0
E001,P001,2026-08-10,7.17,7.09,7.2
E002,P001,2026-08-10,1.05,0.21,8.0
E003,P002,2026-08-10,3.2,3.01,4.0
E004,P002,2026-08-10,4.22,4.19,7.2
E005,P002,2026-08-10,0.59,0.0,7.2
E006,P002,2026-08-10,7.32,6.66,8.0
E007,P002,2026-08-10,1.95,3.69,4.0
E008,P002,2026-08-10,2.17,0.69,4.0
E009,P003,2026-08-10,1.08,2.8,7.2
E010,P001,2026-08-10,2.68,3.79,6.0
E001,P003,2026-08-11,0.37,0.24,7.2
E002,P001,2026-08-11,7.41,8.25,8.0
E003,P002,2026-08-11,0.5,0.03,4.0
E004,P002,2026-08-11,7.09,7.75,7.2
E005,P001,2026-08-11,5.15,4.87,7.2
E006,P001,2026-08-11,1.4,1.99,8.0
E007,P003,2026-08-11,1.16,1.08,4.0
E008,P001,2026-08-11,2.69,3.15,4.0
E009,P002,2026-08-11,0.72,0.76,7.2
E010,P001,2026-08-11,1.49,3.44,6.0
E001,P003,2026-08-12,3.84,5.82,7.2
